date,return_pct,day_range_pct,cir,breadth_ratio,volume_ratio,dispersion_ratio,concentration_ratio,sector_participation,vix_close,vix_change_pct,coincident_label,km_3,km_4,km_5,km_6,km_7,gmm_3,gmm_4,gmm_5,best_cluster
2020-03-20,5.8329148237116435,8.059047847737968,0.8048382519863801,0.6570469798657718,1.1799170500649165,1.251951302499423,1.1095674983649553,1.0,67.1,-7.063711911357351,Trend-Up,1,2,1,3,5,2,3,4,1
2020-03-23,-12.980464127060365,7.564140468447156,0.046295492052461834,0.038943894389438946,0.7158831815247796,1.398577794986009,1.1909671494353173,1.0,71.99,7.287630402384493,Trend-Down,2,2,1,5,0,2,3,4,1
2020-03-24,2.507144968956343,6.74075925676671,0.5513929827897692,0.424,0.8397708007310389,1.3313160987059312,1.1658518961902378,0.9166666666666666,83.61,16.141130712598972,Trend-Up,2,2,1,3,5,2,3,4,1
2020-03-25,6.624749232475113,7.958787427039439,0.9110271903323268,0.6320434487440597,0.8461837374863586,1.1348027559936498,1.245991775682577,1.0,77.63,-7.152254515010171,Trend-Up,1,2,1,3,5,2,3,4,1
2020-03-26,3.890428415996916,5.139762424130205,0.7577395024203566,0.7356475300400535,0.9937189580040585,1.171467471367432,1.1475360349714496,1.0,71.53,-7.857786938039412,Trend-Up,1,2,1,3,5,2,3,4,1
2020-03-27,0.21755608144464755,5.9582575560751705,0.2661821705426364,0.5373234700739744,0.952739140753176,1.0653630858079284,1.2184364393733442,0.5833333333333334,70.39,-1.5937368936110752,Range,2,2,1,3,5,2,3,4,1
2020-03-30,-4.378049132530815,4.009129221963265,0.11174698795180832,0.33355749831876264,0.7417272243317086,0.9834859655169043,1.147852668465116,0.8333333333333334,71.89,2.1309845148458573,Trend-Down,2,2,1,3,5,2,3,4,1
2020-03-31,3.8237673738996003,3.725393271495441,0.7485170152981597,0.7672702883970489,0.824199371184964,0.9019451188557452,1.065291233551389,1.0,64.41,-10.404785088329394,Trend-Up,1,2,1,3,5,2,3,4,1
2020-04-01,-4.000465237998318,4.722067411374155,0.14227068633739295,0.4989912575655683,0.6726961286815591,0.8307676594061436,1.0455760171849506,1.0,60.05,-6.769135227449152,Trend-Down,2,2,1,3,5,2,3,4,1
2020-04-03,-2.0596573699386833,3.72040377050396,0.09310058187863703,0.4868686868686869,0.8435859045311539,0.9608547792767471,0.9553739466125152,0.75,55.3,-7.910074937552036,Trend-Down,2,2,1,3,5,2,3,4,1
2020-04-07,8.763205423192066,5.214280839835296,0.9406696477260356,0.8585657370517928,1.107139951338784,0.9290266317404674,1.0127428536223204,1.0,51.8,-6.329113924050633,Trend-Up,1,1,2,3,5,2,3,4,2
2020-04-08,-0.4941880302995916,5.461351621660249,0.19851402260360015,0.6673373574782026,1.1990604381346344,0.8523709004571027,1.0001553326394235,0.5833333333333334,52.24,0.8494208494208566,Range,2,2,1,3,5,2,3,4,1
2020-04-09,4.150878696956695,2.4561287986040354,0.9264968722073251,0.8581842279655401,1.0738635123995066,0.9300563015798331,0.8933150124797931,1.0,49.75,-4.76646248085758,Trend-Up,1,1,2,1,1,2,3,4,2
2020-04-13,-1.295558555295817,2.219850230991173,0.4079639368895611,0.46406570841889117,0.9587256895497319,1.077752753306862,0.807908575936688,0.75,51.46,3.4371859296482343,Trend-Down,2,3,0,2,2,2,3,4,0
2020-04-15,-0.7621874947881135,4.337109116780393,0.1322655644536266,0.6399190829399866,1.3467364581464705,0.9266896589557941,0.9789162614291324,0.5833333333333334,49.74,-3.342401865526623,Trend-Down,2,2,1,3,5,2,3,4,1
2020-04-16,0.7562770999294033,2.5781736500311405,0.7371145136941961,0.7332878581173261,1.0566082015258282,0.796808310356225,0.8603330939471373,0.8333333333333334,46.1,-7.318053880176922,Trend-Up,1,1,2,1,1,2,3,4,2
2020-04-17,3.0463259496486206,2.510588933552752,0.753922200730711,0.786593707250342,1.1667915581963093,0.8458656887765494,0.9273409186641289,0.8333333333333334,42.59,-7.61388286334056,Trend-Up,1,1,2,1,1,2,3,4,2
2020-04-20,-0.0528772223271301,1.7280564897941675,0.19400187441425104,0.6010891763104153,1.0112793820657069,0.8854161625654507,0.9084209765306958,0.5833333333333334,43.46,2.042733035923927,Range,0,0,4,4,3,2,3,2,4
2020-04-21,-3.0274729130789213,1.503098052096265,0.5337037037037118,0.21616161616161617,0.9976862426774142,0.9097333988271932,0.9786915635288546,0.9166666666666666,45.2,4.003681546249438,Range,2,3,0,2,2,2,3,4,0
2020-04-22,2.2919461779556505,2.8680896454888813,0.91480075901328,0.5243651338366506,1.1153408152321218,0.779145597133224,1.1328455751105897,0.75,42.82,-5.265486725663726,Trend-Up,1,1,2,1,1,2,3,4,2
2020-04-23,1.3779891807168543,1.862270370092021,0.8287690977226831,0.652452025586354,1.0435438414308054,0.726918626186318,0.8951388799544058,0.6666666666666666,39.23,-8.383932741709488,Trend-Up,1,1,2,1,1,2,3,2,2
2020-04-24,-1.7124942290554945,1.6997290920213273,0.08419023136247,0.22598870056497175,1.113890398349716,0.8083164545968867,1.0734677035234665,0.8333333333333334,39.12,-0.28039765485597945,Trend-Down,2,3,0,2,2,2,3,4,0
2020-04-27,1.3971423577733066,1.36550208461265,0.25207100591715115,0.5920398009950248,0.957221225433073,0.7907506312008498,0.9451959391829147,1.0,38.04,-2.7607361963190136,Range,1,1,2,1,1,2,3,4,2
2020-04-28,1.0622367301207802,1.5392979351661316,0.8372576177285315,0.5529157667386609,1.0048908154672649,0.7622452762080832,1.093219539236074,0.5833333333333334,35.36,-7.045215562565721,Trend-Up,1,1,2,1,1,2,3,2,2
2020-04-29,1.8383097570595641,2.1720129588050265,0.7759036144578313,0.6351254480286739,1.0452561334280992,0.7976500643577986,1.0851867430132014,0.8333333333333334,33.84,-4.298642533936636,Trend-Up,1,1,2,1,1,1,2,1,2
2020-04-30,3.2088220362490594,1.597886388300077,0.814979371628056,0.6200432588320115,1.2819671677220204,0.8075739332967989,0.8899250402222452,0.8333333333333334,33.99,0.44326241134751143,Trend-Up,1,1,2,1,1,2,3,4,2
2020-05-04,-5.744480167141653,2.868133641792643,0.09960607765897335,0.1501779359430605,0.9748109371384877,0.8546470111888309,0.9270980433465279,0.9166666666666666,43.67,28.478964401294494,Trend-Down,2,3,0,5,0,2,3,4,0
2020-05-05,-0.9458223489535622,2.825997219084032,0.05708245243129112,0.29483500717360117,0.9449387975572423,0.7721269031172733,0.9963566672646296,0.8333333333333334,43.61,-0.13739409205404396,Trend-Down,2,3,0,2,2,2,3,4,0
2020-05-06,0.7093508299296003,2.485195612076494,0.6701388888888884,0.44404591104734575,0.9728641796816958,0.8827642404560483,1.005067766879181,0.8333333333333334,41.25,-5.411602843384545,Trend-Up,1,1,2,1,1,2,3,4,2
2020-05-07,-0.7750056628806345,1.1082666144873736,0.2270720941638006,0.4216335540838852,1.4243995182905091,0.7815515676690997,1.7443132171644193,0.8333333333333334,39.93,-3.200000000000003,Trend-Down,2,3,3,0,6,2,3,2,3
2020-05-08,0.5701675716514254,1.5613684267415977,0.09207338179300362,0.3711340206185567,0.9027964178788938,0.7284970779515715,1.078231623134865,0.5,38.41,-3.8066616579013335,Range,0,0,4,4,3,2,3,2,4
2020-05-11,-0.13295141328432125,2.380617369469206,0.08751989088429232,0.45879732739420936,0.8975839542629416,0.8127848377374343,1.0845322566990254,0.4166666666666667,38.04,-0.963290809684969,Range,0,0,4,4,3,2,3,2,4
2020-05-12,-0.4616200536843196,2.1410202739070594,0.7750126968004003,0.35787923416789397,1.020699543955473,0.7649367339721651,1.152275415631619,0.4166666666666667,38.21,0.44689800210304664,Range,0,0,3,4,3,0,3,2,3
2020-05-13,2.033371209855872,2.487331553623092,0.13903170522707353,0.7905109489051095,1.0938476531954218,0.9232782731005142,0.9506701346458173,0.8333333333333334,38.84,1.6487830410887305,Range,1,1,2,1,1,2,3,4,2
2020-05-14,-2.5661929653489235,1.7647863060895286,0.14254725751471922,0.3448529411764706,0.9400032740154428,0.8663178667870987,0.8980884253175472,0.8333333333333334,38.18,-1.6992790937178315,Trend-Down,2,3,0,2,2,2,3,4,0
2020-05-15,-0.06453200623444122,1.4490770889310827,0.6559667673716058,0.44452608376193975,0.8481995674435264,0.8071008149136569,0.833434198252901,0.6666666666666666,38.02,-0.41906757464640343,Range,0,0,4,4,3,2,3,2,4
2020-05-18,-3.432255098857928,3.984359504717641,0.04693500213340929,0.14699493120926865,1.0128833528199441,0.982421370681781,0.9767548948443816,0.9166666666666666,40.92,7.6275644397685305,Trend-Down,2,3,0,5,0,2,3,4,0
2020-05-19,0.6329867112458532,1.9714835963104491,0.13596115395601796,0.4417223459539718,0.9555210052284209,0.8716540389143962,1.0189368063070712,0.6666666666666666,39.45,-3.5923753665689118,Range,0,0,4,4,3,2,3,2,4
2020-05-20,2.111137390050777,2.4094060033860614,0.8752574959945061,0.6254653760238272,0.8927074913132914,0.9020548983489813,1.017306429652922,1.0,35.81,-9.226869455006337,Trend-Up,1,1,2,1,1,2,3,4,2
2020-05-21,0.4378732814576791,1.344680851063818,0.4095549203756642,0.5971914264597191,0.9079446323777626,0.9594244011772229,0.8446802752938849,0.6666666666666666,32.99,-7.8748952806478645,Range,0,0,4,4,3,2,3,2,4
2020-05-22,-0.735758407687026,2.00293165915315,0.3904998619165993,0.34115920763022745,0.9566028382988647,0.9703513588977056,0.9569643305371166,0.6666666666666666,32.38,-1.8490451652015794,Trend-Down,0,0,4,2,2,0,1,0,4
2020-05-26,-0.11284122023398346,1.8274347799602395,0.19636363636363416,0.522744220730798,0.9273651193195271,0.9928945298812496,0.9657339203768917,0.25,31.47,-2.8103767757875375,Range,0,0,4,4,3,0,0,2,4
2020-05-27,3.166446082367491,3.5400082662816224,0.9422289613343464,0.6103092783505155,1.0266048965340444,1.0019655241948853,1.0223807764762856,0.8333333333333334,31.27,-0.6355258976803335,Trend-Up,1,1,2,1,1,2,3,4,2
2020-05-28,1.8803106833638283,1.8413926091400512,0.8789699570815471,0.7248275862068966,1.104191520694384,1.0213512919756444,0.9496989692913785,0.9166666666666666,30.02,-3.997441637352095,Trend-Up,1,1,2,1,1,1,2,1,2
2020-05-29,0.9504641679223491,2.316733296452102,0.9164226177066861,0.6520247083047358,1.5737361953243612,0.9950115038838903,0.7288927965813683,0.8333333333333334,30.22,0.6662225183211135,Trend-Up,1,1,2,1,1,2,3,2,2
2020-06-01,2.566203563562741,2.286246393551896,0.5306031604718411,0.8497304582210242,1.1925039019436758,1.0931764139665177,0.8429645430842748,1.0,30.74,1.7207147584381133,Trend-Up,1,1,2,1,1,2,3,4,2
2020-06-02,1.556560809676233,1.7190929041697258,0.9038181288254159,0.7680377612946729,1.1289622809370699,1.170572368921469,0.8936891579114267,0.9166666666666666,30.12,-2.01691607026675,Trend-Up,1,1,2,1,1,1,2,1,2
2020-06-03,0.826226814041342,1.3978959504251478,0.18485602559544778,0.6889632107023411,1.2071511191241326,1.2223784000448092,0.8950589673522847,0.8333333333333334,30.04,-0.26560424966800555,Range,1,1,2,1,4,2,0,2,2
2020-06-04,-0.3225149206633082,1.7907888045786795,0.4724387527839654,0.48757555406312963,1.1071444307219567,1.1734884601058366,0.8772190007582031,0.25,29.69,-1.1651131824234273,Range,0,0,4,4,3,0,0,2,4
2020-06-05,1.1272197904099057,1.3512913928506212,0.7398759576796802,0.8723544973544973,1.1779393962358227,1.3620258216532644,0.9681206498022019,0.8333333333333334,28.68,-3.4018187942068123,Trend-Up,1,1,2,1,4,1,2,2,2
2020-06-08,0.2494540112303767,2.0482028433874766,0.22665066026410913,0.6816380449141347,1.221763743468181,1.3914531719041328,0.9534355240636979,0.5,29.65,3.3821478382147774,Range,0,0,3,4,4,2,1,2,3
2020-06-09,-1.188105178781318,2.6844769151906247,0.09343715239154249,0.3555849306014541,1.128418585774414,1.2931391886502506,0.9174030843356358,0.75,30.21,1.8887015177065924,Trend-Down,2,3,0,2,2,2,1,0,0
2020-06-10,0.6917728795170497,1.1061520440088337,0.7086684539767608,0.6047904191616766,0.9369267371098439,1.134942779347035,0.8854872765042525,0.6666666666666666,29.44,-2.548824892419732,Trend-Up,1,1,2,1,4,1,2,2,2
2020-06-11,-2.1169120663493524,2.2924661684508183,0.07466960352423228,0.3017868960953011,1.0205987903851832,1.0290811790123744,1.0211377348810762,1.0,29.66,0.7472826086956541,Trend-Down,2,3,0,2,2,0,1,0,0
2020-06-12,0.7160169662694393,4.529274333443621,0.9487491698029673,0.4870259481037924,1.0641359595645765,0.9237941792515116,0.9937042974457174,0.8333333333333334,30.82,3.9109912339851727,Trend-Up,1,1,2,1,1,2,3,4,2
2020-06-15,-1.596326043578089,2.21119455455129,0.40253456221198325,0.46626586506346024,0.9299279512115375,1.0312029915234309,0.9459539529456146,0.75,32.58,5.710577547047357,Trend-Down,2,3,0,2,2,2,1,0,0
2020-06-16,1.0220406166889129,3.204054871898322,0.583976074295609,0.4117647058823529,1.0288700868946135,1.0319878316548787,1.11033182845668,0.5,32.97,1.1970534069981609,Trend-Up,0,0,3,4,3,2,3,2,3
2020-06-17,-0.33134960661690416,1.718423462856055,0.2788574793875151,0.5375838926174497,0.8919164622686321,1.0153877636293727,1.0373836670778298,0.5,33.36,1.182893539581431,Range,0,0,4,4,3,0,1,2,4
2020-06-18,2.1303188394063532,2.6373288808074147,0.9265451812887433,0.7780141843971631,0.872234310977119,1.083497671123629,1.0248192799623002,0.9166666666666666,31.46,-5.69544364508393,Trend-Up,1,1,2,1,1,1,2,1,2
2020-06-19,1.5136276030183415,1.9498457693959625,0.8598247809762203,0.6971631205673758,1.361612568332578,1.047943455236128,1.1442081014976604,0.8333333333333334,29.97,-4.7361729179911105,Trend-Up,1,1,2,1,6,1,2,1,2
2020-06-22,0.6520635664363006,1.1254752114205842,0.2895303748384367,0.7083926031294452,1.122637184943209,1.041742390445849,1.0775109977222324,0.9166666666666666,30.46,1.6349683016349648,Range,1,1,2,1,1,2,0,2,2
2020-06-23,1.5497711226627242,1.747206570528132,0.9251161519540821,0.7313642756680732,1.0382234045746388,1.0126061939801485,0.9788033873071429,1.0,29.34,-3.676953381483916,Trend-Up,1,1,2,1,1,1,2,1,2
2020-06-24,-1.5824658580842366,2.6316555558790036,0.08609882005899203,0.32910500352360816,1.1710470976262655,0.9876107157019796,0.978480756418024,0.9166666666666666,29.58,0.8179959100204526,Trend-Down,2,3,0,2,2,0,1,0,0
2020-06-25,-0.15914141267114879,1.626024161960941,0.5642558278541545,0.5160370634354954,1.071625525982952,0.9154504991590561,1.0521847237565922,0.6666666666666666,29.73,0.5070993914807476,Range,0,0,3,4,3,0,0,2,3
2020-06-26,0.9145778460282417,0.9496292015795084,0.7276876267748452,0.5548433048433048,0.8937313089124714,0.8466151322708052,0.9636884944288546,0.6666666666666666,28.74,-3.3299697275479434,Trend-Up,1,1,2,1,1,1,2,1,2
2020-06-29,-0.6799576230376636,1.108859237422912,0.7765631832094358,0.29043600562587907,0.7922074511899488,0.9178036247122577,0.9384048593679223,0.9166666666666666,28.91,0.5915100904662518,Range,0,3,0,2,2,0,3,4,0
2020-06-30,-0.09987975640974867,1.2977936537210755,0.2599102468212437,0.3618374558303887,0.8021112061462214,0.8682486451507281,0.9096776636865144,0.5833333333333334,29.12,0.7263922518159882,Range,0,0,4,4,3,0,0,2,4
2020-07-01,1.241979790528136,1.4137036735202508,0.8847066802305857,0.5308729595457772,0.8205770939419875,0.8735349459798708,1.043518165051016,0.5833333333333334,28.12,-3.434065934065933,Trend-Up,1,1,2,1,1,1,2,1,2
2020-07-02,1.1663414844607756,1.0676004814390234,0.5872170439414168,0.6144842721287491,0.8835145458222226,0.7736479455552073,0.9685081388413913,0.75,26.51,-5.7254623044096675,Trend-Up,1,1,2,1,1,1,2,2,2
2020-07-03,0.5274031672621415,0.6471927484244381,0.6511289147851561,0.45904059040590406,0.8198078632587719,0.7838624814626165,0.8629730543556335,0.5833333333333334,25.77,-2.7913994718974044,Range,0,0,4,4,3,1,2,0,4
