date,return_pct,cir,breadth_ratio,range_pct,range_ratio,vol_zscore,vix_level,vix_change_pct,label_e1,label_e2,label_e3
2020-01-23,0.0060667883603564565,0.9088514225500561,0.6033755274261603,0.7791237526015232,,,15.86,-3.0562347188264005,Trend-Up,Range,Trend-Up
2020-01-24,0.005574552455389181,0.8048979591836765,0.590749824807288,1.0001428775539363,,,15.56,-1.8915510718789386,Trend-Up,Range,Trend-Up
2020-01-27,-0.010552527912150667,0.10948905109489014,0.36772853185595566,0.9043650466210115,,,17.18,10.411311053984562,Trend-Down,Range,Trend-Down
2020-01-28,-0.0052149517286905755,0.225098885293056,0.29573590096286106,1.1533867516050307,,,17.3,0.6984866123399325,Trend-Down,Range,Trend-Down
2020-01-29,0.006113240100200867,0.3905775075987888,0.5538461538461539,0.5424790799291075,0.6245847176079838,0.24993770701185009,16.5,-4.624277456647407,Range,Range,Range
2020-01-30,-0.00772496805309375,0.1803865425912606,0.22805805114029026,1.1607039000315633,1.2982969726539715,0.3653605372626625,16.8,1.81818181818183,Trend-Down,Trend-Down,Trend-Down
2020-01-31,-0.0061233985277254765,0.10304375396322202,0.3408769448373409,1.3183303934927721,1.4108700514426218,2.159551351338962,17.37,3.392857142857153,Trend-Down,Trend-Down,Trend-Down
2020-02-03,-0.02125044933581899,0.6900628001477606,0.3693379790940767,1.156057021327483,1.2497980101110409,1.3099438796348102,15.78,-9.153713298791033,Range,Range,Range
2020-02-04,0.023210823461081942,0.967940813810111,0.7302816901408451,1.6924534523128805,1.8250146271209329,0.33185717394678493,14.38,-8.871989860583007,Trend-Up,Trend-Up,Trend-Up
2020-02-05,0.009140500765882242,0.9378453038674031,0.5780918727915194,1.1977682467336352,1.2863393075265896,1.7988135057031613,14.17,-1.4603616133518793,Trend-Up,Trend-Up,Trend-Up
2020-02-06,0.004036677516616294,0.7017774851876311,0.5893482831114225,0.6257234541252906,0.6793988728866692,0.12821272193698424,13.78,-2.752293577981657,Trend-Up,Trend-Up,Range
2020-02-07,-0.0032624949023517535,0.3021671826625342,0.49297752808988765,0.6674463873172788,0.727952942237047,-0.4735048407552236,13.75,-0.2177068214804012,Trend-Down,Trend-Down,Range
2020-02-10,-0.005525546872094167,0.36125886524822926,0.3259361997226075,0.9375389602293918,0.9897341405633008,-0.05298864889624125,14.21,3.3454545454545626,Trend-Down,Trend-Down,Trend-Down
2020-02-11,0.006349997922121098,0.12141882673942325,0.42676944639103015,0.605389869424089,0.6409723892180167,-0.36523467262709935,13.88,-2.3223082336382816,Range,Range,Range
2020-02-12,0.00770571279908161,0.6506575185820581,0.3702928870292887,0.7167327803822634,0.7610303715951682,-0.8570061877417033,13.62,-1.8731988472622585,Trend-Up,Range,Trend-Up
2020-02-13,-0.0021760154738879045,0.40594059405940847,0.4244755244755245,0.7051537415860034,0.7430327159425341,-0.15315128701346054,13.37,-1.8355359765051427,Trend-Down,Trend-Down,Range
2020-02-14,-0.005026838553880308,0.14308681672025725,0.3203342618384401,1.2836970474967906,1.2946196274326163,0.8018957404761228,13.62,1.8698578908002972,Trend-Down,Trend-Down,Trend-Down
2020-02-17,-0.005584701303097073,0.07177814029363169,0.2604166666666667,1.0177821315313251,1.060897782585185,-0.5764917797406804,14.42,5.873715124816448,Trend-Down,Trend-Down,Trend-Down
2020-02-18,-0.004424778761061843,0.6882640586797084,0.3157162726008345,1.0231394621638583,1.0371059082072587,1.1902952038186783,14.51,0.6241331484049928,Range,Range,Range
2020-02-19,0.011123618928496892,0.9049676025917812,0.6886858749121574,0.7636546565615778,0.797708526263652,-0.14632698161420896,14.02,-3.3769813921433522,Trend-Up,Trend-Up,Trend-Up
2020-02-20,-0.0037151881509825957,0.1166977032898786,0.49893692416725727,0.6667577198624208,0.6982186971785143,-0.16983362290818643,13.7,-2.2824536376604865,Trend-Down,Trend-Down,Range
2020-02-24,-0.020813932794463974,0.08034145116746186,0.19790940766550522,1.683517338157469,1.6707565175444092,-0.2266199756744412,17.0,24.087591240875916,Trend-Down,Trend-Down,Trend-Down
2020-02-25,-0.002662856949633974,0.17450315075133363,0.33356692361597756,0.8743081395841602,0.867718191377495,-0.526651912015762,16.9,-0.5882352941176561,Trend-Down,Trend-Down,Range
2020-02-26,-0.010120445163969816,0.27079707622693866,0.27487821851078637,1.2300381042085853,1.2060786700810187,0.4844029485241676,18.26,8.047337278106536,Trend-Down,Trend-Down,Trend-Down
2020-02-27,-0.0038703600633643864,0.7597325992921653,0.29481792717086835,1.0929830744500668,1.0407415744132253,0.7786684497920044,17.77,-2.683461117196073,Range,Range,Range
2020-02-28,-0.03709609483121723,0.1272943980929713,0.07586206896551724,1.8724752828799072,1.6689874676745586,2.344794800751752,23.24,30.782217220033758,Trend-Down,Trend-Down,Trend-Down
2020-03-02,-0.006159751824491688,0.2432262129804663,0.3419943820224719,3.5638094810356833,2.88278142086429,1.286446914804726,25.2,8.43373493975903,Trend-Down,Trend-Down,Trend-Down
2020-03-03,0.015319664952504919,0.7946758039008931,0.571927374301676,1.6782709474224407,1.351669101143616,1.4132734972833483,24.54,-2.619047619047621,Trend-Up,Trend-Up,Trend-Up
2020-03-04,-0.004626967345819244,0.6152304609218434,0.23137254901960785,2.4393387254466337,1.9068297088862691,2.0996748708154507,24.23,-1.2632436837815786,Range,Range,Range
2020-03-05,0.0015998577904186018,0.16839199447894893,0.5349766822118588,1.285828378738128,1.0067044151874083,3.8810554793441296,23.25,-4.044572843582339,Range,Range,Range
2020-03-06,-0.02480699263466135,0.78021184400578,0.1590612777053455,1.8899944947199425,1.3798601537976094,3.7277151088664384,25.64,10.279569892473116,Range,Range,Range
2020-03-09,-0.048956044206033944,0.34346970028440277,0.0934640522875817,4.373555822397835,2.699303177040266,2.5078136768140284,30.8,20.124804992199685,Trend-Down,Trend-Down,Trend-Down
2020-03-11,0.0006649795004520787,0.5892941733775434,0.4294234592445328,2.018473189015532,1.211443000200857,1.5013423862357567,31.56,2.467532467532463,Range,Range,Range
2020-03-12,-0.08301939111145107,0.154199906147348,0.046905537459283386,5.555179011798565,2.7011953201252354,1.6686844756080588,41.16,30.418250950570336,Trend-Down,Trend-Down,Trend-Down
2020-03-13,0.038065098043305046,0.8727131058126857,0.5466045272969374,16.11469382835101,5.8749210360075805,1.6714383972621425,51.47,25.048590864917397,Trend-Up,Trend-Up,Trend-Up
2020-03-16,-0.07612102217936367,0.07389613360786833,0.11861074705111402,4.752430034574993,1.5039741251763423,0.5029068804591907,58.88,14.396735962696727,Trend-Down,Trend-Down,Trend-Down
2020-03-17,-0.025045121447365593,0.1053871364194982,0.2854304635761589,5.444376913254626,1.5888565244983937,0.45747934451581757,62.93,6.878396739130421,Trend-Down,Trend-Down,Trend-Down
2020-03-18,-0.0555645390624564,0.08570437196391395,0.10700132100396301,8.50769884753448,2.1369676118163485,1.6897133299372449,63.96,1.6367392340695952,Trend-Down,Trend-Down,Trend-Down
2020-03-19,-0.02424782731910058,0.5800242293713828,0.19499341238471674,8.990191747998724,2.0178178558817956,0.17246823173371525,72.2,12.883051907442145,Range,Range,Range
2020-03-20,0.058329148237116435,0.8048382519863801,0.6570469798657718,8.059047847737968,1.76739054115051,0.3945964076989036,67.1,-7.063711911357351,Trend-Up,Trend-Up,Trend-Up
2020-03-23,-0.12980464127060365,0.046295492052461834,0.038943894389438946,7.564140468447156,1.3591556778070282,-0.6512280909634777,71.99,7.287630402384493,Trend-Down,Trend-Down,Trend-Down
2020-03-24,0.02507144968956343,0.5513929827897692,0.424,6.74075925676671,1.1954668424761852,-0.45096212091935123,83.61,16.141130712598972,Trend-Up,Trend-Up,Trend-Up
2020-03-25,0.06624749232475113,0.9110271903323268,0.6320434487440597,7.958787427039439,1.4150968603874416,-0.47377827288593416,77.63,-7.152254515010171,Trend-Up,Trend-Up,Trend-Up
2020-03-26,0.03890428415996916,0.7577395024203566,0.7356475300400535,5.139762424130205,0.919874699044709,-0.12960708820127956,71.53,-7.857786938039412,Trend-Up,Trend-Up,Trend-Up
2020-03-27,0.0021755608144464755,0.2661821705426364,0.5373234700739744,5.9582575560751705,1.0273154415863663,-0.32037598014499474,70.39,-1.5937368936110752,Range,Range,Range
2020-03-30,-0.043780491325308146,0.11174698795180832,0.33355749831876264,4.009129221963265,0.6530387446707023,-0.8947526707029021,71.89,2.1309845148458573,Trend-Down,Range,Trend-Down
2020-03-31,0.038237673738996,0.7485170152981597,0.7672702883970489,3.725393271495441,0.6347979467665524,-0.5618013987234421,64.41,-10.404785088329394,Trend-Up,Range,Trend-Up
2020-04-01,-0.040004652379983185,0.14227068633739295,0.4989912575655683,4.722067411374155,0.7574248526689632,-1.105984514487737,60.05,-6.769135227449152,Trend-Down,Range,Trend-Down
2020-04-03,-0.020596573699386833,0.09310058187863703,0.4868686868686869,3.72040377050396,0.5829759395216965,-0.5802950647640914,55.3,-7.910074937552036,Trend-Down,Range,Trend-Down
2020-04-07,0.08763205423192066,0.9406696477260356,0.8585657370517928,5.214280839835296,0.8624533217950751,-0.18489845608834624,51.8,-6.329113924050633,Trend-Up,Trend-Up,Trend-Up
2020-04-08,-0.004941880302995916,0.19851402260360015,0.6673373574782026,5.461351621660249,0.876584658851159,0.05028417217838935,52.24,0.8494208494208566,Trend-Down,Trend-Down,Range
2020-04-09,0.041508786969566946,0.9264968722073251,0.8581842279655401,2.4561287986040354,0.41956862046662685,-0.3567754087332819,49.75,-4.76646248085758,Trend-Up,Trend-Up,Trend-Up
2020-04-13,-0.012955585552958171,0.4079639368895611,0.46406570841889117,2.219850230991173,0.3746956125987054,-0.6088732683761408,51.46,3.4371859296482343,Trend-Down,Range,Trend-Down
2020-04-15,-0.007621874947881135,0.1322655644536266,0.6399190829399866,4.337109116780393,0.7365616972695279,0.29101995672962283,49.74,-3.342401865526623,Trend-Down,Trend-Down,Trend-Down
2020-04-16,0.007562770999294033,0.7371145136941961,0.7332878581173261,2.5781736500311405,0.5074081369137513,-0.2467840142760952,46.1,-7.318053880176922,Trend-Up,Trend-Up,Trend-Up
2020-04-17,0.030463259496486206,0.753922200730711,0.786593707250342,2.510588933552752,0.5208105975386572,-0.2638759770140543,42.59,-7.61388286334056,Trend-Up,Trend-Up,Trend-Up
2020-04-20,-0.000528772223271301,0.19400187441425104,0.6010891763104153,1.7280564897941675,0.37194980246340015,-0.05840541083275233,43.46,2.042733035923927,Range,Range,Range
2020-04-21,-0.030274729130789213,0.5337037037037118,0.21616161616161617,1.503098052096265,0.336637366747709,-0.5975108801500636,45.2,4.003681546249438,Range,Range,Range
2020-04-22,0.022919461779556505,0.91480075901328,0.5243651338366506,2.8680896454888813,0.6988370396891701,0.03272238436648224,42.82,-5.265486725663726,Trend-Up,Trend-Up,Trend-Up
2020-04-23,0.013779891807168543,0.8287690977226831,0.652452025586354,1.862270370092021,0.4948821284639273,-0.5888214532604467,39.23,-8.383932741709488,Trend-Up,Range,Trend-Up
2020-04-24,-0.017124942290554945,0.08419023136247,0.22598870056497175,1.6997290920213273,0.47225215108426893,-0.6652058931072071,39.12,-0.28039765485597945,Trend-Down,Range,Trend-Down
2020-04-27,0.013971423577733066,0.25207100591715115,0.5920398009950248,1.36550208461265,0.4094918101637966,-1.9097109181270628,38.04,-2.7607361963190136,Range,Range,Range
2020-04-28,0.010622367301207802,0.8372576177285315,0.5529157667386609,1.5392979351661316,0.5090780891944284,-0.8364094198596629,35.36,-7.045215562565721,Trend-Up,Range,Trend-Up
2020-04-29,0.01838309757059564,0.7759036144578313,0.6351254480286739,2.1720129588050265,0.7633798412537822,-0.3732426164669714,33.84,-4.298642533936636,Trend-Up,Trend-Up,Trend-Up
2020-04-30,0.032088220362490594,0.814979371628056,0.6200432588320115,1.597886388300077,0.6205321097303974,2.119349913205514,33.99,0.44326241134751143,Trend-Up,Trend-Up,Trend-Up
2020-05-04,-0.05744480167141652,0.09960607765897335,0.1501779359430605,2.868133641792643,1.0635517561272403,-0.04651674889024357,43.67,28.478964401294494,Trend-Down,Trend-Down,Trend-Down
2020-05-05,-0.009458223489535622,0.05708245243129112,0.29483500717360117,2.825997219084032,1.0506229428750262,0.2950600715031885,43.61,-0.13739409205404396,Trend-Down,Trend-Down,Trend-Down
2020-05-06,0.007093508299296003,0.6701388888888884,0.44404591104734575,2.485195612076494,0.961412073983662,0.1327314784759338,41.25,-5.411602843384545,Trend-Up,Trend-Up,Trend-Up
2020-05-07,-0.0077500566288063455,0.2270720941638006,0.4216335540838852,1.1082666144873736,0.4438252995657551,-0.0570271056281661,39.93,-3.200000000000003,Trend-Down,Trend-Down,Trend-Down
2020-05-08,0.005701675716514254,0.09207338179300362,0.3711340206185567,1.5613684267415977,0.6749763442869939,-0.8911274172823626,38.41,-3.8066616579013335,Range,Range,Range
2020-05-11,-0.0013295141328432125,0.08751989088429232,0.45879732739420936,2.380617369469206,1.0936528851651988,0.0958294674452404,38.04,-0.963290809684969,Range,Range,Range
2020-05-12,-0.004616200536843196,0.7750126968004003,0.35787923416789397,2.1410202739070594,0.985633478500274,1.186566841698771,38.21,0.44689800210304664,Range,Range,Range
2020-05-13,0.02033371209855872,0.13903170522707353,0.7905109489051095,2.487331553623092,1.1585570157477372,1.4479455139084105,38.84,1.6487830410887305,Range,Range,Range
2020-05-14,-0.025661929653489235,0.14254725751471922,0.3448529411764706,1.7647863060895286,0.8484513856023581,-1.0289238702836503,38.18,-1.6992790937178315,Trend-Down,Trend-Down,Trend-Down
2020-05-15,-0.0006453200623444122,0.6559667673716058,0.44452608376193975,1.4490770889310827,0.7149124583215203,-1.1649061941460759,38.02,-0.41906757464640343,Range,Range,Range
2020-05-18,-0.03432255098857928,0.04693500213340929,0.14699493120926865,3.984359504717641,1.8392037354329862,0.797550301902472,40.92,7.6275644397685305,Trend-Down,Trend-Down,Trend-Down
2020-05-19,0.0063298671124585315,0.13596115395601796,0.4417223459539718,1.9714835963104491,0.9122295034980588,0.6787290106958538,39.45,-3.5923753665689118,Range,Range,Range
2020-05-20,0.02111137390050777,0.8752574959945061,0.6254653760238272,2.4094060033860614,1.1141713207354662,-0.7496619123129878,35.81,-9.226869455006337,Trend-Up,Trend-Up,Trend-Up
2020-05-21,0.004378732814576791,0.4095549203756642,0.5971914264597191,1.344680851063818,0.6478407512730591,-0.46006583528478556,32.99,-7.8748952806478645,Range,Range,Range
2020-05-22,-0.0073575840768702605,0.3904998619165993,0.34115920763022745,2.00293165915315,0.9559512652296227,-0.05931519980010896,32.38,-1.8490451652015794,Trend-Down,Trend-Down,Trend-Down
2020-05-26,-0.0011284122023398346,0.19636363636363416,0.522744220730798,1.8274347799602395,0.8690499703732977,-0.26948751128767506,31.47,-2.8103767757875375,Range,Range,Range
2020-05-27,0.03166446082367491,0.9422289613343464,0.6103092783505155,3.5400082662816224,1.6486469595650295,0.7432059122854079,31.27,-0.6355258976803335,Trend-Up,Trend-Up,Trend-Up
2020-05-28,0.018803106833638283,0.8789699570815471,0.7248275862068966,1.8413926091400512,0.8671165583287859,1.4121483031676416,30.02,-3.997441637352095,Trend-Up,Trend-Up,Trend-Up
2020-05-29,0.009504641679223491,0.9164226177066861,0.6520247083047358,2.316733296452102,1.0973906379402034,2.3429088401787617,30.22,0.6662225183211135,Trend-Up,Trend-Up,Trend-Up
2020-06-01,0.02566203563562741,0.5306031604718411,0.8497304582210242,2.286246393551896,1.0926157849300238,0.8047257830088026,30.74,1.7207147584381133,Trend-Up,Trend-Up,Trend-Up
2020-06-02,0.015565608096762329,0.9038181288254159,0.7680377612946729,1.7190929041697258,0.8540880972829055,0.47466477272265023,30.12,-2.01691607026675,Trend-Up,Trend-Up,Trend-Up
2020-06-03,0.00826226814041342,0.18485602559544778,0.6889632107023411,1.3978959504251478,0.7217169319974932,0.5297077940189682,30.04,-0.26560424966800555,Range,Range,Range
2020-06-04,-0.0032251492066330822,0.4724387527839654,0.48757555406312963,1.7907888045786795,0.933750991070618,0.1233852083053903,29.69,-1.1651131824234273,Trend-Down,Trend-Down,Range
2020-06-05,0.011272197904099057,0.7398759576796802,0.8723544973544973,1.3512913928506212,0.7060884349360467,1.9280078940039838,28.68,-3.4018187942068123,Trend-Up,Trend-Up,Trend-Up
2020-06-08,0.002494540112303767,0.22665066026410913,0.6816380449141347,2.0482028433874766,1.0555661154406641,1.4120820550469826,29.65,3.3821478382147774,Range,Range,Range
2020-06-09,-0.01188105178781318,0.09343715239154249,0.3555849306014541,2.6844769151906247,1.3500187711175018,-0.14978217327001936,30.21,1.8887015177065924,Trend-Down,Trend-Down,Trend-Down
2020-06-10,0.006917728795170497,0.7086684539767608,0.6047904191616766,1.1061520440088337,0.5723053317990008,-1.1268558071005568,29.44,-2.548824892419732,Trend-Up,Range,Trend-Up
2020-06-11,-0.021169120663493524,0.07466960352423228,0.3017868960953011,2.2924661684508183,1.162880049179068,-0.4021426928376958,29.66,0.7472826086956541,Trend-Down,Trend-Down,Trend-Down
2020-06-12,0.007160169662694393,0.9487491698029673,0.4870259481037924,4.529274333443621,2.153798471790099,0.26126355234048826,30.82,3.9109912339851727,Trend-Up,Trend-Up,Trend-Up
2020-06-15,-0.01596326043578089,0.40253456221198325,0.46626586506346024,2.21119455455129,1.0142438158002363,-0.4849569589276367,32.58,5.710577547047357,Trend-Down,Trend-Down,Trend-Down
2020-06-16,0.010220406166889129,0.583976074295609,0.4117647058823529,3.204054871898322,1.49653133575963,1.2227692626922082,32.97,1.1970534069981609,Trend-Up,Trend-Up,Trend-Up
2020-06-17,-0.0033134960661690416,0.2788574793875151,0.5375838926174497,1.718423462856055,0.8009622868463931,-0.7361818109466409,33.36,1.182893539581431,Trend-Down,Trend-Down,Range
2020-06-18,0.021303188394063532,0.9265451812887433,0.7780141843971631,2.6373288808074147,1.2414870790185712,-1.3019534044994086,31.46,-5.69544364508393,Trend-Up,Trend-Up,Trend-Up
2020-06-19,0.015136276030183415,0.8598247809762203,0.6971631205673758,1.9498457693959625,0.9152557905106639,1.0993248155858342,29.97,-4.7361729179911105,Trend-Up,Trend-Up,Trend-Up
2020-06-22,0.006520635664363006,0.2895303748384367,0.7083926031294452,1.1254752114205842,0.5397799948835984,-0.8067204701744294,30.46,1.6349683016349648,Range,Range,Range
2020-06-23,0.015497711226627242,0.9251161519540821,0.7313642756680732,1.747206570528132,0.8474124853804585,-0.9639701816293398,29.34,-3.676953381483916,Trend-Up,Trend-Up,Trend-Up
2020-06-24,-0.015824658580842366,0.08609882005899203,0.32910500352360816,2.6316555558790036,1.2734486887516674,0.6477475728562447,29.58,0.8179959100204526,Trend-Down,Trend-Down,Trend-Down
2020-06-25,-0.0015914141267114879,0.5642558278541545,0.5160370634354954,1.626024161960941,0.7869515622611298,1.7869884923855759,29.73,0.5070993914807476,Range,Range,Range
2020-06-26,0.009145778460282417,0.7276876267748452,0.5548433048433048,0.9496292015795084,0.4776553227564508,-0.8894347496901183,28.74,-3.3299697275479434,Trend-Up,Range,Trend-Up
2020-06-29,-0.006799576230376636,0.7765631832094358,0.29043600562587907,1.108859237422912,0.5691603205415378,-1.5338820077248578,28.91,0.5915100904662518,Range,Range,Range
2020-06-30,-0.0009987975640974867,0.2599102468212437,0.3618374558303887,1.2977936537210755,0.6718002185737383,-1.3607429156087465,29.12,0.7263922518159882,Range,Range,Range
2020-07-01,0.01241979790528136,0.8847066802305857,0.5308729595457772,1.4137036735202508,0.7396260486813843,-1.0333156201879072,28.12,-3.434065934065933,Trend-Up,Range,Trend-Up
2020-07-02,0.011663414844607756,0.5872170439414168,0.6144842721287491,1.0676004814390234,0.5747155757359397,-0.7276511104333461,26.51,-5.7254623044096675,Trend-Up,Range,Trend-Up
2020-07-03,0.005274031672621415,0.6511289147851561,0.45904059040590406,0.6471927484244381,0.35645672153278823,-1.1705726391929314,25.77,-2.7913994718974044,Trend-Up,Range,Range
2020-07-06,0.014735065779860168,0.5894239036973319,0.6485693323550991,1.0804884960027432,0.6186417011316907,-0.8242188373893863,25.2,-2.211874272409775,Trend-Up,Range,Trend-Up
2020-07-07,0.003344590357360122,0.8859790491539097,0.48358862144420134,1.1491113137925633,0.686726153420481,-0.25911952887528517,25.1,-0.3968253968253843,Trend-Up,Trend-Up,Range
2020-07-08,-0.008694726217979287,0.1704611792177498,0.40654545454545454,1.6000747261985484,0.9325874811155184,0.6838720699354018,26.1,3.984063745019917,Trend-Down,Trend-Down,Trend-Down
2020-07-09,0.01006001447820104,0.7746750120365955,0.5540044085231447,0.9603780477091064,0.5849880298549524,-0.39387267912567175,24.91,-4.55938697318008,Trend-Up,Trend-Up,Trend-Up
2020-07-10,-0.004198475047279215,0.5173872180451077,0.2815463165572575,0.9881083390214537,0.6639211281667271,-0.473538427194548,24.94,0.12043356081894441,Range,Range,Range
2020-07-13,0.0032178528145765384,0.3380434782608801,0.3830882352941177,1.2774584131744842,0.8828609813831492,-0.5635663861077455,25.25,1.2429831595829999,Range,Range,Range
2020-07-14,-0.018083442102437397,0.2306095979247768,0.20073260073260074,1.81713623100963,1.2844434078565958,-0.6942486126938019,26.64,5.50495049504951,Trend-Down,Trend-Down,Trend-Down
2020-07-15,0.0010228756475463285,0.16199439327192874,0.38291605301914583,2.3516226855776,1.620797092042067,0.7440086928083753,26.29,-1.3138138138138244,Range,Range,Range
2020-07-16,0.011466161873010527,0.9041224234853299,0.3944281524926686,1.4906959529606614,1.0762482563904259,0.5220349269616562,25.36,-3.537466717383031,Trend-Up,Trend-Up,Trend-Up
2020-07-17,0.015060591529755696,0.8272578890097942,0.7062314540059347,1.6859755817900062,1.2422276290889516,0.4237330471488422,24.16,-4.731861198738163,Trend-Up,Trend-Up,Trend-Up
2020-07-20,0.011053321958960582,0.8150765606596115,0.6029520295202953,0.770263649725097,0.5799081299841172,-0.45607518318827184,24.71,2.2764900662251675,Trend-Up,Trend-Up,Trend-Up
2020-07-21,0.012706174810836135,0.7390648567119237,0.53240058910162,0.5939662702412083,0.47165113466599823,1.3544615689492485,24.43,-1.1331444759206888,Trend-Up,Trend-Up,Trend-Up
2020-07-22,-0.0026562744966291962,0.41889286697879724,0.3610294117647059,1.6307960404577646,1.3340681546799023,1.3700714300222385,24.89,1.8829308227588992,Trend-Down,Trend-Down,Range
2020-07-23,0.007442106965129369,0.8218075375045839,0.5753731343283582,1.2184085346553157,1.0155698413288226,0.16831816792722754,24.64,-1.0044194455604671,Trend-Up,Trend-Up,Trend-Up
2020-07-24,-0.0018991658827778313,0.7686898593634351,0.3150887573964497,1.2068803794839302,0.9906144595981846,0.8791737052807449,24.54,-0.40584415584415945,Range,Range,Range
2020-07-27,-0.005569873550023918,0.3204520597885456,0.23525073746312683,1.2320559118920538,0.9973094822571243,-0.2479544947889377,25.02,1.9559902200489088,Trend-Down,Trend-Down,Range
2020-07-28,0.015159273432868048,0.8966035467387996,0.5298953662182362,1.4720522452447038,1.1954510339375892,0.8058409180308765,23.64,-5.515587529976019,Trend-Up,Trend-Up,Trend-Up
2020-07-29,-0.008645596895726193,0.27706757109314095,0.5273264401772526,1.7107253957698232,1.3557343708550684,-0.2477819212912747,24.11,1.9881556683587043,Trend-Down,Trend-Down,Trend-Down
2020-07-30,-0.008988784104045022,0.07999999999999492,0.3158671586715867,1.9365618371216384,1.4677771709448395,0.621758185678589,24.73,2.5715470759021253,Trend-Down,Trend-Down,Trend-Down
2020-07-31,-0.0025850848709483287,0.378181818181827,0.44789356984478934,1.1175378946940655,0.8292290682480654,0.03957350263961538,24.19,-2.1835826930853175,Trend-Down,Trend-Down,Range
2020-08-03,-0.01642216292122156,0.05318543799772698,0.5234200743494424,1.6140879209666097,1.154983246830033,0.2973887789751337,25.19,4.133939644481188,Trend-Down,Trend-Down,Trend-Down
2020-08-04,0.018697895625986893,0.916727896154788,0.6821533923303835,1.839976566548745,1.30687364967592,-0.4753575228996838,23.82,-5.438666137356096,Trend-Up,Trend-Up,Trend-Up
2020-08-05,0.0005768234154255314,0.2326732673267344,0.6243465272591486,1.4556394770146812,1.0377101025830402,0.18923918655585054,23.57,-1.049538203190592,Range,Range,Range
2020-08-06,0.008872554980565939,0.5625482625482654,0.6069321533923304,1.1562345147163209,0.8247882300490418,-0.8192392478186864,23.15,-1.7819261773440842,Trend-Up,Trend-Up,Trend-Up
2020-08-07,0.0012410548073016336,0.8013355592654392,0.6580502215657311,0.8012270321605518,0.575288524642648,-2.5668117023970396,22.58,-2.4622030237581027,Range,Range,Range
2020-08-10,0.0050026529220041915,0.32376636455186175,0.6710816777041942,0.8810885391942368,0.6437705635423544,-1.9534233602222806,22.51,-0.3100088573959159,Range,Range,Range
2020-08-11,0.004645013597867065,0.3136333109469461,0.5381231671554252,0.6575402958710597,0.5019129320951291,-0.8541509681037713,21.36,-5.108840515326529,Range,Range,Range
2020-08-12,-0.0012453080150144347,0.8286074354127246,0.5117302052785924,0.7016907785363126,0.5675356721381853,-0.30771799250878107,20.85,-2.3876404494381887,Range,Range,Range
2020-08-13,-0.0007030172261326406,0.3413542249580358,0.5755555555555556,0.7906764774853969,0.6556474839940457,-0.7749521195850997,20.57,-1.342925659472427,Range,Range,Range
2020-08-14,-0.01080045484914327,0.2627551020408128,0.2861292665214234,2.279395977957483,1.8222452664890634,0.27375882819425357,21.67,5.3475935828877,Trend-Down,Trend-Down,Trend-Down
2020-08-17,0.006145781149359486,0.8368678629690054,0.6150442477876106,1.0900587707053404,0.8651318691011762,0.053716521496030845,21.31,-1.6612828795570023,Trend-Up,Trend-Up,Trend-Up
2020-08-18,0.012292057508157761,0.8899360484685275,0.7135348226018396,1.3047468896432792,1.018686782101842,-0.6393368693167599,20.43,-4.129516658845612,Trend-Up,Trend-Up,Trend-Up
